revenue,outcalls,incalls,months,eqpdays,webcap,marryyes,travel,pcown,creditcd,retcalls,churndep
203.8,145.67,49.33,19,121,1,0,0,0,0,0,1
147.33,68.67,18,12,117,1,1,0,1,1,0,1
50.96,36.67,14,23,221,1,0,0,0,0,0,1
30.52,25,8,13,224,1,0,0,0,1,0,1
250.85,87,33,21,143,1,0,1,1,1,0,1
38.4,43,0.33,7,27,1,0,0,0,0,0,1
30.24,3.33,0,11,179,1,1,1,1,1,0,1
99.17,34,5.67,21,122,1,0,0,0,0,0,1
145.04,138.33,63.67,7,206,1,1,0,1,1,0,1
61.79,6.33,0.67,9,23,1,0,0,0,0,0,1
111.85,60,57.33,7,120,1,0,0,0,0,0,1
30.31,0,0,14,107,1,0,0,0,0,0,1
51.81,29.33,12.67,22,205,1,0,0,0,0,0,1
54.66,54,17.33,30,299,1,0,0,0,0,0,1
370.06,428.33,122.33,14,109,1,0,0,0,0,0,1
95.92,26.67,10,15,179,1,0,0,1,1,0,1
150.53,40.67,2.33,20,148,1,0,0,0,1,0,1
133.25,45,33.67,33,294,1,0,0,0,0,0,1
59.09,29.33,0.33,11,45,1,0,0,0,0,0,1
82.01,67,30.33,8,80,1,0,0,0,0,0,1
94.29,70.67,71,21,325,1,1,0,0,0,0,1
54.33,23.33,4.67,8,32,1,0,0,0,0,0,1
71.5,29,12,31,274,1,0,0,0,0,0,1
34.99,6.67,0,12,183,1,0,0,0,1,0,1
121.94,68,14.33,15,163,1,0,0,0,1,0,1
33.83,2.67,0,25,319,1,1,0,1,1,0,1
72.23,15.67,6.33,24,286,1,1,0,0,1,0,1
92.61,37.67,2.33,11,14,1,0,0,0,0,0,1
40.74,5,1,8,138,1,1,0,0,1,0,1
104.39,31,6.33,12,126,1,1,0,0,1,0,1
150.73,301.33,83.33,7,155,1,0,0,0,0,0,1
30.38,0,0,17,239,1,0,0,0,1,0,1
49.99,0,0,29,342,1,1,0,1,1,0,1
35.63,34,0,11,171,1,1,0,0,1,0,1
66.38,53.33,0.67,31,244,1,0,0,0,0,0,1
49.98,9.33,0.67,13,178,1,1,0,0,1,0,1
105.1,26.67,6.33,7,73,1,1,0,0,1,0,1
68.87,8.67,1.67,14,68,1,0,0,0,0,0,1
101.54,73.67,20,17,222,1,0,0,0,1,0,1
76.38,32,9.33,45,507,1,1,1,0,1,0,1
113.35,41.67,3,24,127,1,0,0,0,0,0,1
152.68,117.33,32.67,21,246,1,0,0,1,1,0,1
41.37,38,1.33,16,117,1,0,0,0,0,0,1
50.6,123.33,60.33,7,193,1,0,0,0,0,0,1
81.29,100.67,17.33,11,173,1,1,0,1,1,0,1
118.8,43,18.67,11,136,1,0,0,0,1,0,1
51.62,49.33,26,23,253,1,0,0,0,0,0,1
34,12,0.33,21,276,1,1,0,1,1,0,1
59.36,58.67,28.33,31,437,1,1,0,1,1,0,1
42.87,2.67,1,29,351,1,1,0,0,1,0,1
74.99,163.67,66,11,327,1,0,0,0,1,0,1
78.46,205.67,55.33,14,219,1,0,0,0,0,0,1
103.18,49.33,12.67,11,134,1,0,0,0,1,0,1
36.34,28,25.67,8,215,1,0,0,0,1,0,1
176.92,85.67,33.67,21,221,1,0,0,0,1,0,1
62.82,79.67,6.67,10,149,1,1,0,0,1,0,1
60.59,101,47,10,274,1,1,0,0,1,0,1
54.22,17.33,11.33,20,276,1,1,1,0,1,0,1
28.94,36.33,10.33,23,138,0,0,0,0,1,0,1
34.99,0,0,28,345,1,1,1,1,1,0,1
57.74,25.33,9.67,32,391,1,1,0,1,1,0,1
51.29,36,3.33,11,161,1,0,0,0,1,0,1
54.42,21.33,0,12,55,1,0,0,0,0,0,1
38.35,9.67,4.33,39,468,1,0,0,0,1,0,1
123.78,45.33,32,20,262,1,0,0,0,1,0,1
104.39,96,1.67,35,153,0,0,0,1,1,0,1
128.89,43.67,1.33,12,80,1,1,0,0,1,0,1
5,0,0,29,387,1,0,0,0,1,0,1
59.53,17.67,0,19,121,1,0,0,0,0,0,1
66.72,45,10.33,10,154,1,1,0,1,1,0,1
30.94,19,5,11,187,1,0,0,0,1,0,1
85.15,10.33,0.67,11,12,1,0,0,0,0,0,1
111.93,25.67,1.33,12,98,1,1,0,0,1,0,1
81.62,20.33,5.33,11,30,1,0,0,0,0,0,1
68.72,26.33,22.33,10,188,1,0,0,0,1,0,1
43.97,8.67,3.67,7,127,1,0,0,0,1,0,1
30.24,0,0,43,504,1,1,0,0,1,0,1
31.55,38.67,9.33,10,86,1,0,0,0,0,0,1
70.36,12.67,2,29,321,1,0,1,0,1,0,1
39.27,109.67,49.33,11,312,1,0,1,1,1,0,1
51.6,20,9.67,19,158,1,0,0,1,0,0,1
87.09,7.33,0.67,11,9,1,0,0,0,0,0,1
35.41,0,0,11,166,1,1,0,0,1,0,1
53.25,25.67,18.33,38,482,1,1,0,0,1,0,1
127.54,29.67,10,37,365,1,0,0,0,1,0,1
177.25,54.33,27.67,11,95,1,0,0,0,1,0,1
30.15,0.33,0,41,482,1,0,0,0,1,0,1
90.86,62.33,7.33,27,293,1,1,0,1,1,0,1
53.69,1,0.33,13,167,1,0,0,0,1,0,1
38.59,45.67,4.67,9,155,1,1,0,0,1,0,1
77.6,5.33,1.33,27,289,1,1,0,0,1,0,1
34.99,8.67,55.33,12,344,1,1,0,0,1,0,1
74.09,183.67,57.33,10,184,1,0,0,0,0,0,1
61.12,28,5.67,16,206,1,0,0,0,1,0,1
67.99,15.67,6.33,20,242,1,1,0,0,1,0,1
44.53,22.67,0.67,14,188,1,0,0,0,1,0,1
64.26,48.67,0,32,351,1,0,0,0,1,0,1
85.8,66.33,7.33,11,132,1,0,0,1,1,0,1
51.96,36.33,3.67,6,3,1,0,0,0,0,0,1
38.74,15,0.33,6,110,1,1,0,1,1,0,1
77.37,27.67,2.33,20,219,1,0,0,1,1,0,1
55.74,31.33,10.33,29,360,1,0,1,1,1,0,1
142.74,25.67,0,13,68,1,1,0,1,1,0,1
54.26,73.33,30.67,23,361,1,1,0,1,1,0,1
51.97,18.67,6,30,361,1,0,0,0,1,0,1
34.15,2,0,16,217,1,1,0,0,1,0,1
54.3,9.33,1.33,7,3,1,1,0,0,0,0,1
32.79,22,20,29,414,1,0,0,0,1,0,1
92.1,21,18.67,28,335,1,1,0,0,1,0,1
135.77,45.67,36,8,30,1,0,0,0,0,0,1
135.8,71.67,32,14,80,1,0,0,0,0,0,1
233.89,39.33,6,28,142,1,1,0,1,1,0,1
73.94,17,11,22,269,1,0,0,0,1,0,1
32.01,4.67,0,10,54,1,0,0,0,0,0,1
25.19,0.67,0,34,413,1,1,0,0,1,0,1
75.99,30.33,6,20,128,1,0,0,0,0,0,1
191.66,0,0,54,439,1,1,1,1,1,0,1
34.26,10.67,1,21,271,1,1,0,1,1,0,1
55.24,1.33,0,12,49,1,0,0,0,0,0,1
60.84,34.33,10.67,17,127,1,0,0,0,0,0,1
88.11,98.67,27,9,64,1,0,0,0,0,0,1
76.91,72.67,11,13,69,1,0,0,0,0,0,1
88.72,0,0,17,64,1,0,0,0,0,0,1
59.72,6,0.33,10,24,1,0,0,0,0,0,1
69.19,14,0,30,220,1,0,0,0,0,0,1
37.83,3,0,44,502,1,1,0,0,1,0,1
59.03,9.67,0,11,34,1,0,0,0,0,0,1
31.35,0,0,25,312,1,0,0,1,1,0,1
23.17,0,0,28,352,1,0,0,1,1,0,1
34.09,5,4.67,25,323,1,1,0,1,1,0,1
24.48,2.33,0,8,143,1,1,0,0,1,0,1
55.92,13.67,0.33,8,7,1,0,0,0,0,0,1
164.88,8.67,1.67,13,47,1,1,0,0,1,0,1
43.96,48.33,8,11,177,1,1,0,0,1,0,1
63.21,8.67,0.67,37,403,1,0,0,1,1,0,1
34.99,2.67,0.67,16,216,1,0,0,0,1,0,1
100.47,10.67,1,12,1,1,0,0,0,0,0,1
55.49,21.33,7.67,12,173,1,0,0,0,1,0,1
47.68,7.33,0,14,76,1,0,0,0,0,0,1
38.38,26.67,3,19,147,1,0,0,0,0,0,1
118.92,75.67,52.67,33,458,1,1,0,0,1,0,1
36.54,55.67,40,16,230,1,0,0,0,0,0,1
63.48,126.33,68,6,182,1,0,0,0,0,0,1
112.72,158,31,12,78,1,0,0,0,0,0,1
20.17,0,0,14,208,1,0,0,0,1,0,1
31.93,10.33,1,30,364,1,0,0,0,1,0,1
100.23,47.67,14.33,16,185,1,1,0,0,1,0,1
149.99,30.33,11.33,28,246,1,1,0,0,1,0,1
50.48,7.33,0,12,154,1,1,0,1,1,0,1
50.74,6.67,0,37,310,1,0,0,0,0,0,1
295.03,125.67,32.67,15,18,1,1,0,0,1,0,1
57.23,8,0.67,21,139,1,0,0,0,0,0,1
111.42,7.67,1,11,80,1,0,0,1,1,0,1
84.8,60.33,10.67,21,242,1,1,0,1,1,0,1
34.99,21,1.67,27,331,1,0,0,0,1,0,1
86.59,2,0,7,62,1,0,0,0,1,0,1
10,5.33,3.67,22,312,1,0,0,0,1,0,1
69.75,12,10.33,16,205,1,1,0,0,1,0,1
88.12,28.33,8,14,157,1,0,0,0,1,0,1
68.66,24,3,28,308,1,1,0,0,1,0,1
55.45,0.33,2.33,13,62,1,0,0,0,0,0,1
133.42,163,14.33,20,86,1,0,0,0,0,0,1
43.78,4.33,0,48,430,1,0,0,0,0,0,1
62.56,37.67,6.67,14,180,1,0,0,0,1,0,1
118.49,24,5,36,342,1,1,0,0,1,0,1
34.43,7.33,3,24,303,1,0,0,0,1,0,1
88.24,69,32.67,11,97,1,0,0,0,0,0,1
33.7,25.33,0,11,57,1,0,0,0,0,0,1
90.74,27.67,6,44,458,1,0,0,0,1,0,1
30.37,4.67,0,24,298,1,1,0,1,1,0,1
31.35,17.33,0.33,19,246,1,0,0,1,1,0,1
120.87,66.67,44.33,23,221,1,0,0,0,0,0,1
112.54,84,43,7,60,1,0,0,0,0,0,1
80.89,56.33,18,25,205,1,0,0,0,0,0,1
31.11,7.67,2.67,33,398,1,1,0,0,1,0,1
58.62,0.67,3.67,11,143,1,0,0,0,1,0,1
70.32,12.33,0.67,11,121,1,0,0,0,1,0,1
37.98,3,0.33,16,207,1,1,1,0,1,0,1
50.68,14.67,11,44,413,1,0,0,0,0,0,1
113.82,8.67,0.67,13,94,1,0,0,0,1,0,1
46.27,37.33,4.33,14,86,1,0,0,0,0,0,1
158.96,61,14.67,10,56,1,0,0,0,1,0,1
88.73,36.67,4.33,23,133,1,0,0,0,0,0,1
151.25,80.33,10.67,20,53,1,0,0,0,0,0,1
26.31,0,0,13,84,1,0,0,0,0,0,1
133.48,50.33,20.33,16,163,1,1,0,0,1,0,1
33.77,73,20.67,12,231,1,0,0,0,1,0,1
36.95,39.33,5,10,159,1,0,0,0,1,0,1
40.14,15.33,2,14,85,1,0,0,0,0,0,1
101.72,101.33,19,15,80,1,0,0,0,0,0,1
42.07,40.33,10,30,273,1,0,0,0,0,0,1
83.49,59,6.33,28,196,1,0,0,0,0,0,1
56.67,75,14.33,30,373,1,0,0,1,1,0,1
94.86,33,0.67,17,155,1,0,0,0,1,0,1
20.24,20.67,8,32,414,1,1,0,1,1,0,1
37.02,21,3.67,47,538,1,0,0,0,1,0,1
101.38,47.33,7,25,250,1,0,0,0,1,0,1
75.58,63.33,2.67,12,130,1,0,0,1,1,0,1
173.51,19.67,14.33,7,7,1,0,0,0,1,0,1
48.83,35,16.33,13,211,1,0,0,0,1,0,1
39.07,61.33,30.67,7,203,1,1,0,0,1,0,1
36.76,31,11.33,29,272,1,0,0,0,0,0,1
43.58,41,28,12,139,1,0,0,0,0,0,1
35.53,18.33,3.67,13,84,1,0,0,0,0,0,1
35.92,69.33,56,12,335,1,1,0,1,1,0,1
78.69,74,29,14,227,1,0,0,0,1,0,1
60,0,0,11,128,1,0,1,0,1,0,1
118.64,59.67,0,22,178,1,1,0,0,1,0,1
28.3,7.67,1.33,22,280,1,0,0,0,1,0,1
40.76,53.67,24,15,160,1,0,0,0,0,0,1
57.77,47,4,22,256,1,0,0,0,1,0,1
50.25,25,4,27,316,1,0,0,0,1,0,1
92.46,38.33,14.33,12,43,1,0,0,0,0,0,1
33.03,2,11.67,22,306,1,1,1,0,1,0,1
10.25,0.33,0,27,347,1,0,0,0,1,0,1
51.93,0,0,25,178,1,0,0,0,0,0,1
41.1,15,2.67,15,197,1,0,0,0,1,0,1
70.71,21.33,10,47,416,1,0,0,0,0,0,1
29.99,18,9,12,4,0,0,0,0,1,0,1
30.24,3.67,0.67,16,213,1,0,0,0,1,0,1
35.6,0,0,27,319,1,0,0,1,1,0,1
30.8,7,0.67,13,181,1,0,0,0,1,0,1
109.44,0,0,17,32,1,0,0,0,0,0,1
76.99,13,0.67,33,338,1,0,0,0,1,0,1
70.21,48.67,16,8,30,1,0,0,0,0,0,1
33.49,10.67,2,37,328,1,0,0,0,0,0,1
159.14,14,15.67,11,66,1,0,0,0,1,0,1
126.83,118.67,19.33,13,133,1,0,0,0,1,0,1
100.03,77.67,51,20,331,1,1,1,0,1,0,1
101.48,45,10.33,18,185,1,1,0,1,1,0,1
144.07,27,9,27,125,1,0,0,0,0,0,1
120.75,33.67,12,18,66,1,0,0,0,0,0,1
29.7,19,17.67,9,89,1,0,0,0,0,0,1
80.12,22.67,2,35,256,1,0,0,0,0,0,1
98.52,64.67,6,19,185,1,0,0,0,1,0,1
133.19,62,10,7,35,1,0,0,0,1,0,1
33.75,57.67,6.67,17,134,1,0,0,0,0,0,1
52.45,32,4,11,146,1,0,0,0,1,0,1
37.9,15.33,0.67,14,80,1,0,0,0,0,0,1
159.88,67,37,13,150,1,1,0,1,1,0,1
69.28,30.33,5.67,12,143,1,0,0,0,1,0,1
92.42,4.67,0,16,142,1,0,0,0,1,0,1
30,22.33,0,21,159,1,0,0,0,0,0,1
115.26,103.67,18.67,11,122,1,0,0,0,1,0,1
9.79,0,0,11,180,1,1,1,1,1,0,1
81.16,38.67,10.67,9,11,1,0,0,0,0,0,1
75.11,9.67,0,48,299,0,1,0,0,1,0,1
104.32,63.33,24.33,9,130,1,0,0,0,1,0,1
33.68,31.67,5.67,11,68,1,0,0,0,0,0,1
33.2,1,0,11,154,1,1,0,1,1,0,1
79.93,163.67,79,15,282,1,0,0,0,0,0,1
78.89,14,0,27,270,1,0,0,0,1,0,1
60.34,10,0.33,19,208,1,0,0,1,1,0,1
50.34,4,1.33,14,170,1,0,0,0,1,0,1
34.43,0,0,22,73,0,0,0,0,1,0,1
86.57,38,6.67,23,240,1,1,0,0,1,0,1
40.43,43.67,1.67,9,27,1,0,0,0,0,0,1
50.44,2.67,0,12,42,1,1,0,0,0,0,1
46.49,15,5.33,37,424,1,0,0,0,1,0,1
168.71,342,31.33,12,8,1,0,0,0,0,0,1
79.93,17,2,11,5,1,0,0,0,0,0,1
39.51,10,9.33,11,71,1,0,0,0,0,0,1
75.23,146.33,49,7,214,1,0,0,0,1,0,1
38.24,7,1.67,23,276,1,0,0,0,1,0,1
140.25,28.33,10.33,25,212,1,0,0,0,1,0,1
95.23,88.67,10.67,14,45,1,0,0,0,0,0,1
50.25,9.67,5.67,18,223,1,1,0,0,1,0,1
62.59,62.67,20,15,222,1,1,0,0,1,0,1
37.24,0,0,7,3,1,0,0,0,0,0,1
29.99,0.67,0,21,156,1,0,0,0,0,0,1
41.5,34,22.67,12,119,1,0,0,0,0,0,1
11.3,0,0,10,165,1,1,0,1,1,0,1
30.52,1.33,0,10,144,1,1,1,1,1,0,1
84.42,19,4,6,56,1,1,0,1,1,0,1
44.98,72.67,15,10,71,1,0,0,0,0,0,1
145.35,99.33,31.67,9,2,1,0,0,0,0,0,1
38.16,2,0,36,405,1,0,0,1,1,0,1
36.25,14.67,2.33,17,217,1,1,0,0,1,0,1
101.94,0,0,24,108,1,0,0,0,0,0,1
207.86,81.67,27.33,17,106,1,0,0,0,1,0,1
160.5,37.33,6,10,20,1,0,0,0,1,0,1
97.88,49.33,26.67,10,48,1,0,0,0,0,0,1
59.9,16.67,5.67,15,180,1,1,0,1,1,0,1
29.99,0,0,28,330,1,0,0,0,1,0,1
112.49,9,6.33,16,135,1,1,0,1,1,0,1
42.22,3.33,0,21,244,1,0,0,0,1,0,1
30.14,15.67,11.67,25,334,1,1,0,1,1,0,1
77.4,41.67,13,18,214,1,0,0,0,1,0,1
18.19,12.67,2,35,421,1,1,0,0,1,0,1
39.32,19.33,0,11,143,1,1,0,0,1,0,1
54.98,17,1,11,26,1,0,0,0,0,0,1
45.31,39.67,4.33,34,285,1,0,0,0,0,0,1
139.38,74.67,13.67,13,96,1,1,0,0,1,0,1
29.99,0.33,0,12,163,1,1,0,0,1,0,1
52.32,7.33,2.33,15,74,1,0,0,0,0,0,1
81.46,52.33,2.67,7,63,1,0,0,0,1,0,1
41.78,70,33,6,188,1,0,0,0,1,0,1
34.96,83.33,29.33,13,154,1,0,0,0,0,0,1
60.22,3.33,0.67,23,143,1,0,0,0,0,0,1
35.19,71.33,39,8,234,1,0,0,0,1,0,1
224.49,43.33,0,29,127,1,0,0,0,1,0,1
58.55,16.33,3.33,21,132,1,0,0,0,0,0,1
153.15,141.33,64,15,254,1,1,0,0,1,0,1
62.62,79,52.33,15,214,1,0,0,0,0,0,1
82.32,75,26.33,17,237,1,0,0,0,1,0,1
36.31,9.67,0,11,42,1,0,0,0,0,0,1
23.13,1.33,0,30,356,1,1,0,1,1,0,1
49.85,45.67,2,33,364,1,1,0,1,1,0,1
30.97,36.67,1,27,319,1,0,0,0,1,0,1
49.25,68.67,32.33,18,301,1,0,0,0,1,0,1
37.82,38,3.67,12,164,1,0,0,0,1,0,1
62.33,22,6.67,19,219,1,0,0,0,1,0,1
147.01,26.67,2.33,31,238,1,0,0,0,1,0,1
49.24,15.33,17.33,23,307,1,1,1,1,1,0,1
57.44,10.33,3.33,13,49,1,0,0,0,0,0,1
100.34,59,29,13,183,1,1,0,0,1,0,1
49.39,43.67,12.33,13,85,1,0,0,0,0,0,1
19.48,98.67,29.33,8,220,1,1,0,1,1,0,1
56.02,27.67,12.33,15,201,1,1,0,1,1,0,1
66.69,37.67,20.33,13,90,1,1,0,1,0,0,1
77.8,24.67,5,21,114,1,0,0,0,0,0,1
64.33,66,27.67,34,435,1,0,0,0,1,0,1
41.96,37.67,6,11,155,1,0,0,0,1,0,1
66.78,32,1.67,28,291,1,0,0,0,1,0,1
151.43,93.33,59.67,11,96,1,0,0,0,0,0,1
51.59,42.67,18.33,11,79,1,0,0,0,0,0,1
54.8,27.67,0.33,25,268,1,1,0,0,1,0,1
49.4,73.33,25.33,20,298,1,1,0,1,1,0,1
77.18,39.67,10.67,11,27,1,0,0,0,0,0,1
158.44,34,7,21,31,1,0,0,0,0,0,1
89.42,42,7,21,106,1,0,0,0,0,0,1
89.05,36.33,9.33,34,351,1,1,0,0,1,0,1
85.52,16.67,2,14,125,1,1,0,0,1,0,1
79.17,85.67,10.33,27,292,1,1,0,1,1,0,1
35.93,4,0.33,11,40,1,0,0,0,0,0,1
75.73,21,2,10,94,1,0,0,0,1,0,1
25.13,19,6,23,296,1,0,0,0,1,0,1
75.79,6.33,0.33,16,151,1,0,0,0,1,0,1
30.26,11.67,1.33,28,328,1,1,0,0,1,0,1
60.74,57,8.67,8,7,1,0,0,0,0,0,1
119.55,60.33,11,12,94,1,1,0,1,1,0,1
112.79,141.67,17,18,79,1,0,0,0,0,0,1
59.84,4.67,0.67,21,118,1,1,0,1,0,0,1
95.18,18.33,25,15,194,1,1,0,0,1,0,1
188.27,18.67,15,23,145,1,1,1,0,1,0,1
104.77,49,1,14,100,1,0,0,1,1,0,1
75.64,6.33,0.33,23,120,1,0,0,0,0,0,1
30,18.33,8,21,275,1,0,0,0,1,0,1
42.08,34.33,2.33,8,7,1,0,0,0,0,0,1
60.58,13.67,3.67,15,166,1,0,0,0,1,0,1
87.46,0.33,0,8,53,1,1,0,0,1,0,1
67.87,49.67,11.33,8,6,1,0,0,0,0,0,1
31.19,3.67,1.33,29,336,1,1,0,0,1,0,1
82.62,62,7,12,121,1,1,0,0,1,0,1
29.99,4.33,0.33,24,89,0,0,0,0,1,0,1
35.78,13.33,5.33,35,405,1,0,0,1,1,0,1
62.99,19.33,12,22,158,1,0,0,0,0,0,1
36.48,0,0,8,108,1,1,0,1,1,0,1
55.91,19,0.67,33,348,1,1,0,0,1,0,1
38.4,0,0,14,168,1,1,0,0,1,0,1
83.66,30.67,4.67,11,-1,1,0,0,0,0,0,1
84.52,64.67,0.67,31,296,1,0,0,0,1,0,1
89.96,49.67,11.33,13,33,1,0,0,0,0,0,1
50.29,20,21,18,260,1,0,0,1,1,0,1
348.67,134,51,17,16,1,0,0,0,1,0,1
76.75,39.33,6.67,23,239,1,0,0,0,1,0,1
17.01,0,0,13,180,1,0,0,0,1,0,1
41.44,26,11.33,19,250,1,1,0,0,1,0,1
78.14,79.67,31,11,84,1,0,0,0,0,0,1
41.96,29.33,17.67,23,310,1,1,0,0,1,0,1
68.82,46,28,22,199,1,0,0,0,0,0,1
71.58,147,16,7,4,1,0,0,0,0,0,1
148.03,28.67,2.67,10,14,1,1,0,1,1,0,1
150.91,121.33,74,6,186,1,0,0,0,1,0,1
77.15,22.67,2.67,16,153,1,1,0,0,1,0,1
59.81,29,73.33,25,480,1,0,0,0,1,0,1
40.09,242.33,38.67,8,117,1,0,0,0,0,0,1
132.95,101.33,72,32,366,1,0,0,0,0,0,1
55.95,9,0,52,541,1,1,1,1,1,0,1
33.77,1,0,11,140,1,1,0,0,1,0,1
30.52,19.33,25,15,261,1,0,0,0,1,0,1
20.59,52,16.67,11,205,1,1,0,0,1,0,1
35.47,0,0,14,169,1,1,0,0,1,0,1
74.89,0,0,47,275,0,1,0,1,1,0,1
36.89,60.33,22.67,11,205,1,0,0,1,1,0,1
70.52,43.33,4,12,122,1,0,0,0,1,0,1
66.84,9.67,10.33,9,114,1,1,0,1,1,0,1
43.14,26.67,1.67,13,52,1,0,0,0,0,0,1
103.47,35.33,0,8,32,1,0,0,0,1,0,1
103.94,110.33,89.67,19,418,1,1,0,0,1,0,1
75.09,7.67,2.33,33,329,1,1,0,0,1,0,1
360.76,98.33,72,20,95,1,0,0,0,1,0,1
51.16,0,0,23,244,1,0,0,0,1,0,1
92.29,61.33,27,14,188,1,0,0,0,1,0,1
84.99,56.33,36,33,420,1,1,0,0,1,0,1
76.27,35.67,3.33,35,248,1,0,0,0,0,0,1
38.79,41,16,13,202,1,1,0,0,1,0,1
136.38,68.33,3,23,57,1,1,0,1,0,0,1
34.75,2.33,1.33,14,172,1,1,0,0,1,0,1
53.66,30.33,2,18,92,1,0,0,0,0,0,1
79.83,80.67,14,10,17,1,0,0,0,0,0,1
19.99,0,0,39,340,1,0,0,0,0,0,1
53.75,16,4.67,17,192,1,1,0,1,1,0,1
36.23,0.33,0.33,20,229,1,1,0,1,1,0,1
87.57,70.33,3,33,213,1,0,0,0,0,0,1
166.88,58,52.33,7,7,1,0,0,0,0,0,1
10.3,62,21.67,31,333,1,0,0,0,0,0,1
83.5,9.67,1.33,27,150,1,0,0,0,0,0,1
102.26,66,16.33,11,112,1,1,0,0,1,0,1
47.9,18.67,55.33,9,269,1,0,0,0,1,0,1
92.36,25,9.33,31,206,1,0,0,0,0,0,1
143.26,51.67,3.67,18,101,1,1,0,1,1,0,1
79.17,141,17.33,12,150,1,0,0,0,1,0,1
211.19,99.33,26.33,32,138,1,0,0,0,0,0,1
70.93,40.33,13.33,18,106,1,0,0,0,0,0,1
52.13,66,27.67,16,252,1,0,0,0,1,0,1
59.44,9,4.33,24,256,1,0,0,0,1,0,1
52.15,6.67,0.67,22,232,1,1,0,0,1,0,1
60.23,19.67,2.33,18,84,1,0,0,0,0,0,1
50.45,7,0.67,20,213,1,1,0,0,1,0,1
41.09,12,5.67,11,42,1,0,0,0,0,0,1
66.58,43.33,14.67,16,196,1,1,0,0,1,0,1
43.24,6.33,0,17,187,1,0,1,1,1,0,1
17.55,0.67,0,15,194,1,0,1,1,1,0,1
46.98,99,63.67,11,314,1,1,0,0,1,0,1
48.23,0,0,30,316,1,1,0,1,1,0,1
10.48,5.67,2,13,84,1,0,0,0,0,0,1
45.04,72.67,13,6,110,1,1,1,1,1,0,1
54.48,50.67,0,30,309,1,0,0,0,1,0,1
52.44,6,8.33,9,16,1,0,0,0,0,0,1
62.72,40.67,8.67,11,129,1,0,0,0,1,0,1
79.97,25.67,8.33,35,358,1,1,0,0,1,0,1
64.19,0,0,11,101,1,1,0,0,1,0,1
79.45,164.33,34.33,12,199,1,1,0,0,1,0,1
32.2,9.67,5.67,25,298,1,0,0,0,1,0,1
59.02,14,3.67,29,304,1,1,0,0,1,0,1
41.54,31,4.67,21,243,1,0,0,0,1,0,1
121.35,119.67,51,24,328,1,1,0,1,1,0,1
79.5,58.33,13.67,13,43,1,0,0,0,0,0,1
37,62,59,11,309,1,0,0,1,1,0,1
75.68,21.67,11.33,25,267,1,0,0,1,1,0,1
112.85,32,11.67,13,103,1,1,0,0,1,0,1
10,0,0,28,335,1,1,0,0,1,0,1
14.22,35.33,4.33,11,167,1,1,0,0,1,0,1
33.22,44.67,18,25,333,1,0,0,1,1,0,1
82.74,17.67,2.33,32,304,1,1,0,0,1,0,1
67.92,90,14,14,66,1,0,0,0,0,0,1
88.77,121.33,56,7,201,1,1,0,0,1,0,1
65.67,98,76,10,318,1,1,0,0,1,0,1
24.94,3.67,0.33,10,132,1,1,0,0,1,0,1
49.99,6,0,22,228,1,1,0,0,1,0,1
45.69,19,9.67,17,210,1,0,0,0,1,0,1
44.06,3.67,0,11,120,1,1,0,0,1,0,1
48.09,74.33,0.67,12,128,1,0,0,0,1,0,1
79.85,68,56.67,18,223,1,0,0,0,0,0,1
62.92,40.67,26.67,10,170,1,1,0,0,1,0,1
89.79,19.33,8,26,147,1,0,0,0,0,0,1
100.22,19,4,20,61,1,0,0,0,0,0,1
51.55,36.33,15.33,14,86,1,0,0,0,0,0,1
59.99,0,0,34,340,1,1,0,1,1,0,1
89.07,48.33,13,12,17,1,0,0,0,0,0,1
71.17,14.67,0.67,43,423,1,0,0,0,1,0,1
38.24,77,28.67,13,130,1,0,0,0,0,0,1
62.79,27,15.67,9,125,1,1,0,0,1,0,1
41.3,20,2.33,12,36,1,0,0,0,0,0,1
45.59,21.33,0.33,23,242,1,1,0,1,1,0,1
84.05,19,5,14,18,1,0,0,0,0,0,1
89.07,0,0,26,31,0,0,0,0,1,0,1
98.15,44,6,30,274,1,0,0,0,1,0,1
86.44,26,6.33,32,205,1,0,0,0,0,0,1
87.9,75.33,12.33,12,117,1,1,1,0,1,0,1
72.81,12,1,23,213,1,1,0,0,1,0,1
63.13,2.67,0,13,14,1,0,0,0,0,0,1
36.29,9.67,2.33,16,184,1,0,0,0,1,0,1
32.44,59,11,14,91,1,0,0,0,0,0,1
173.28,29,7,21,-2,1,0,0,0,0,0,1
85.91,27,8.33,24,231,1,1,0,0,1,0,1
35.18,9.67,3,24,270,1,0,0,1,1,0,1
112.74,55,45.67,7,139,1,1,0,0,1,0,1
86.3,24.67,0.67,48,456,1,0,0,1,1,0,1
53.16,3,3,19,5,0,0,0,1,1,0,1
137.51,115.67,34.67,12,130,1,1,0,0,1,0,1
30.74,4,1.33,37,404,1,0,0,0,1,0,1
96.84,151.67,56,9,105,1,0,0,0,0,0,1
140.81,30,6.33,12,40,1,0,0,0,1,0,1
34.92,4,0,12,136,1,0,0,0,1,0,1
55.86,67.33,6.33,13,40,1,0,0,0,0,0,1
52.7,83.67,28,13,212,1,1,0,0,1,0,1
63.04,7.67,3.33,28,88,0,1,0,1,1,0,1
71.92,177.33,41,20,303,1,0,0,0,1,0,1
78.28,107.33,38.67,12,206,1,1,0,0,1,0,1
46.44,54.33,25,14,117,1,0,0,0,0,0,1
